Nombre,Marca,Precio,Peso,Volumen,Año de Fabricación,Capacidad de Batería,Resolución,Tipo de Pantalla,Conectividad,Memoria RAM,Almacenamiento,Resistencia al Agua
monitor,Samsung,8346438,38132.73427450787,18978.063476605756,2022,,,LED,,,,
tablet,Amazon,7903173,16894.871819343894,446.1149561722943,2011,,,LED,Bluetooth,32GB,128GB,
audifonos,Sony,8359424,27283.69466432875,461.7602120958314,2011,,,,,,,
cargador,Anker,7277509,19060.940614399522,171.8682407956527,2021,,,,,,,
cpu,AMD,9464934,18683.792527047037,12536.899233923159,2008,,,,,,,
parlante,LG,4457774,4706.981390260001,1514.0038572423996,2003,,,,NFC,,,
nevera,LG,1624561,19318.207732316016,287362.92664338776,2003,,,,,,,
laptop,HP,4114703,1502.3981046813867,4308.2057812450485,2022,,,LED,5G,32GB,,
audifonos,Beats,4710076,41575.58017030526,338.7307127334167,2006,,,,4G,,,
teclado,Logitech,7008625,1093.9696069700196,1991.5165667415522,2016,,,,,,,
monitor,LG,1392661,48789.9197701293,6505.527766121844,2001,,8K,,,,,
audifonos,Bose,7372651,37204.7522661802,425.32939134637166,2014,,,,,,,
parlante,Bose,5884220,32774.213325417026,4841.803789514212,2013,,,,Bluetooth,,,
secadora,LG,5165486,33185.49633159352,141361.65113969677,2016,,,,,,,
cargador,Anker,4810878,23655.98524707696,173.82379717425582,2021,,,,,,,
audifonos,Beats,6698530,2833.273804220144,78.55278121995303,2000,,,,5G,,,
lavadora,Samsung,9849671,17397.443658746884,122881.57567060685,2021,,,,,,,
laptop,Dell,4831238,40545.58963845705,2347.6422556497355,2017,9131.0,,LED,4G,,,
celular,Samsung,8505480,42145.89985580705,254.29653720256476,2020,,,,Bluetooth,32GB,512GB,None
cpu,Qualcomm,7363503,40896.24022753165,6975.289257059358,2013,,,,,,,
celular,Samsung,2076676,9010.728030989088,316.3667914185189,2004,,,,Bluetooth,16GB,512GB,None
cargador,Apple,8955070,1771.2543208724708,141.81909820493982,2017,,,,,,,
camara,Panasonic,8173936,23392.68042921251,513.10352568431,2019,,,,,,,
parlante,Bose,3386926,3143.8617299642037,3308.5107556894436,2011,,,,NFC,,,
teclado,Corsair,8384338,29553.574091052516,1173.171853187688,2005,,,,,,,
secadora,Bosch,299592,37923.97875964102,114811.5535558476,2019,,,,,,,
lavadora,LG,824982,37026.25005401661,128706.83515228433,2001,,,,,,,
lavadora,Samsung,2360746,35863.35476920188,130505.45969517788,2013,,,,,,,
laptop,Lenovo,6668988,31363.4305763318,7552.510714750861,2022,3147.0,,,4G,,1TB,
cpu,AMD,6285612,43159.795504645204,18026.912536685842,2001,,,,,,,
monitor,Dell,9174038,15326.441719300623,6923.033179178236,2001,,,OLED,,,,
audifonos,Sennheiser,1062420,46883.1558646183,488.4258933589901,2022,,,,,,,
teclado,Microsoft,965007,13519.783016510235,2966.23472625356,2001,,,,,,,
mouse,Razer,5307982,19787.185212049673,456.09069690855705,2001,,,,,,,
lavadora,Bosch,7997816,28465.288703319915,109358.29654714714,2005,,,,,,,
cargador,Apple,5238284,33860.05315734919,154.96901758124022,2008,,,,,,,
lavadora,Samsung,2940847,26645.318465329925,121544.96400167613,2002,,,,,,,
camara,Nikon,7275082,23118.4352549208,2115.4732535484363,2018,,1080p,,,,,
secadora,Bosch,280463,23693.091935567154,148832.90389683304,2007,,,,,,,
televisores,LG,3035378,9306.199507844954,165602.74469734012,2023,,4K,,,,,
parlante,Sony,6672026,19572.625351040995,3171.149373967145,2012,,,,5G,,,
secadora,Bosch,9088652,6978.884985668,100881.6950616369,2021,,,,,,,
cpu,IBM,3816091,10714.308146256986,15339.50310789519,2016,,,,,,,
lavadora,Samsung,8626814,22719.898892878322,101528.12982504722,2012,,,,,,,
monitor,LG,2325128,29018.140064031122,18203.755579096498,2002,,8K,OLED,,,,
tablet,Samsung,8658957,5019.273117836437,356.9716370797072,2022,6253.0,,LCD,WiFi,32GB,1TB,
televisores,Sony,6056090,5324.522111585523,182015.23410047177,2007,,8K,LCD,,,,
teclado,Logitech,5446413,6802.315629021701,585.7662469359321,2014,,,,,,,
secadora,Samsung,3617525,43959.198009432854,112448.5295994254,2020,,,,,,,
parlante,JBL,9348451,10874.754226375822,2912.4502966615,2012,,,,NFC,,,
mouse,Logitech,196397,12481.354711241662,260.33368574231326,2001,,,,,,,
laptop,HP,3518871,12174.585101016868,4130.214099153352,2000,,,LED,5G,16GB,64GB,
nevera,LG,6629681,17897.117637804255,230319.185883884,2015,,,,,,,
cargador,Anker,132321,4859.950167377042,158.6377223035646,2012,,,,,,,
laptop,Lenovo,7373166,15258.583996445994,6475.421824576694,2006,9621.0,,OLED,,4GB,64GB,
lavadora,Bosch,939056,25166.17028143076,101524.30308972127,2023,,,,,,,
smart watch,Garmin,1413493,35729.42165032949,177.77046096091897,2011,,,,NFC,,,IP68
monitor,Dell,7251398,42932.09952096951,6758.605707327809,2019,,8K,,,,,
laptop,Dell,5032697,13583.1025263322,5801.140780497033,2004,4148.0,,,4G,16GB,128GB,
teclado,Logitech,844040,38665.13231503736,1179.8246480864227,2019,,,,,,,
parlante,JBL,3088048,27603.179599469957,1770.4226489032794,2005,,,,WiFi,,,
tablet,Apple,5916265,39220.38058651408,296.0275499155164,2005,,,LED,WiFi,8GB,256GB,
cpu,AMD,5238105,34934.14141025665,15517.110209644232,2003,,,,,,,
laptop,HP,6698262,28721.90334253659,3330.665123582434,2015,8249.0,,OLED,NFC,,512GB,
nevera,LG,9302272,26670.115120101855,297571.44917059364,2005,,,,,,,
laptop,HP,4219269,28871.70938415317,2475.3292376352124,2011,,,,WiFi,4GB,512GB,
televisores,Sony,7121074,37111.8087079335,135532.4827185445,2001,,1080p,LED,,,,
televisores,Sony,1680735,16770.620553419398,192806.98784676188,2009,,,,,,,
teclado,Microsoft,9032564,4930.103701285747,2614.8904756142515,2016,,,,,,,
tablet,Samsung,57474,14409.272569093197,285.1232360209306,2001,6254.0,,OLED,5G,16GB,512GB,
secadora,Bosch,6481015,42516.52185913957,137972.60686664085,2022,,,,,,,
cargador,Belkin,2909659,46982.20973936709,56.13523110616062,2015,,,,,,,
cargador,Apple,6073203,16548.749767619884,117.05166461887409,2014,,,,,,,
audifonos,Beats,7468258,9785.890025276381,138.53279287142908,2020,,,,,,,
televisores,TCL,1611403,17782.569147350172,87184.51719404684,2021,,,,,,,
teclado,Logitech,9870655,34664.564456089094,501.9431055475416,2020,,,,,,,
televisores,Sony,8753590,4071.5227061942032,103982.53441167032,2017,,8K,LCD,,,,
lavadora,Samsung,1200903,42606.32729042184,107212.09378901741,2014,,,,,,,
tablet,Amazon,4516032,19471.982383772352,602.6590815487998,2011,,,LCD,WiFi,,,
camara,Panasonic,7325173,13792.55479491924,3009.8916103340594,2005,,1080p,,,,,
teclado,Corsair,4328542,17120.03158009883,935.2320259223188,2017,,,,,,,
laptop,Lenovo,199004,17406.42534895763,4182.141531069256,2011,1220.0,,LED,Bluetooth,16GB,64GB,
camara,Sony,664659,17363.007777510185,3916.422689220352,2007,,4K,,,,,
cpu,Intel,5154049,25853.32510271227,5632.641295577661,2010,,,,,,,
laptop,Lenovo,7626809,4462.047292439098,7508.722093560904,2007,,,LED,,,128GB,
camara,Panasonic,1749529,309.8975571398039,4819.834027327092,2013,,4K,,,,,
parlante,LG,5177382,19507.00545396513,2390.543105248499,2003,,,,5G,,,
camara,Canon,5000859,30678.161066285546,917.3403681515006,2017,,8K,,,,,
lavadora,Bosch,5992970,35232.642767822144,129564.53040255411,2021,,,,,,,
teclado,Logitech,2756385,42974.132682801544,2560.122137064361,2004,,,,,,,
tablet,Apple,9061713,45826.12511203976,432.48755334204884,2008,,,,WiFi,16GB,1TB,
laptop,Apple,9381571,35770.04736358884,7956.074449364953,2003,,,LED,,32GB,1TB,
parlante,Sony,6157580,48489.09311375319,1954.8863927332204,2000,,,,5G,,,
secadora,Bosch,7779261,44565.551837124345,136384.57739175207,2012,,,,,,,
tablet,Amazon,1908197,4608.888463108535,589.8823414788997,2023,,,OLED,4G,16GB,512GB,
mouse,HP,8105613,17544.234059044673,333.3365348877842,2019,,,,,,,
laptop,Dell,8969619,40872.41112935431,3821.5646933547623,2006,3160.0,,,5G,32GB,64GB,
cpu,IBM,6159962,12195.670809339774,10036.225605732794,2008,,,,,,,
teclado,Logitech,4207608,15971.049417896827,1738.4117920412834,2018,,,,,,,
tablet,Huawei,9637822,39162.70116913261,596.0253205673324,2010,,,LCD,NFC,32GB,256GB,
cpu,Intel,4659255,8328.28939675485,18401.11345322453,2008,,,,,,,
laptop,HP,8530112,49796.71320607532,6612.076115196076,2007,,,LCD,,4GB,512GB,
celular,Samsung,6673961,48483.219865031984,452.0207250724377,2005,9803.0,,,4G,4GB,512GB,None
camara,Sony,4290275,31462.508572394476,2426.312192657541,2020,,1080p,,,,,
nevera,Samsung,2026713,35692.6372433882,287863.466531386,2016,,,,,,,
televisores,Samsung,6837941,36295.254281195645,182102.5415243734,2017,,,LCD,,,,
mouse,Razer,1627590,38641.724051960635,452.9552718086818,2005,,,,,,,
teclado,Microsoft,6593057,34081.47020855661,1764.988761567584,2017,,,,,,,
cpu,AMD,800124,28690.24716284072,18507.60700278288,2001,,,,,,,
laptop,Apple,7562176,34844.93781810801,2178.124520603203,2011,,,LED,WiFi,16GB,256GB,
televisores,Samsung,5432117,14396.723585263842,173713.93252349377,2014,,1080p,,,,,
cargador,Apple,4409338,40812.81240152305,135.33379292677103,2019,,,,,,,
lavadora,Samsung,341639,45365.68920827551,110841.86267020018,2023,,,,,,,
cargador,Anker,3501948,657.2800987837961,64.01552480418106,2019,,,,,,,
cargador,Apple,1558390,14612.282398251391,131.58864450615616,2017,,,,,,,
monitor,Samsung,7552526,9154.669825381226,17566.68786831184,2019,,,LCD,,,,
celular,Samsung,9520060,24271.236991146412,428.5415789776512,2010,4993.0,,,WiFi,4GB,128GB,
mouse,HP,3255190,48279.79135643589,393.65727292836436,2003,,,,,,,
cpu,Qualcomm,2947699,23852.297807871088,13161.052502093658,2001,,,,,,,
secadora,Samsung,5236660,10183.591872422194,104403.0871633886,2021,,,,,,,
monitor,HP,4159666,14918.288762571274,9964.230448717615,2012,,4K,LCD,,,,
nevera,Whirlpool,4077764,12056.134847085661,272878.9801337437,2008,,,,,,,
cargador,Samsung,9857253,9508.600126184823,181.21312342529012,2006,,,,,,,
cargador,Belkin,7895700,1593.4969500754132,102.52497850262998,2002,,,,,,,
lavadora,LG,1830679,48239.54609735185,146375.40608752755,2014,,,,,,,
tablet,Huawei,3717052,47909.4007872764,345.8694877562844,2014,,,LED,,,256GB,
cargador,Apple,2157110,14155.231215206337,96.14000595874194,2022,,,,,,,
monitor,HP,2841033,24525.24788714436,9792.291482828059,2002,,1080p,OLED,,,,
camara,Canon,3104634,25234.753117036842,727.8188804037794,2008,,8K,,,,,
camara,Sony,6513535,3003.3193525015936,4280.57403180244,2023,,,,,,,
mouse,Razer,6495905,31040.756100070266,346.73330634427566,2001,,,,,,,
audifonos,Sennheiser,4242984,18397.506185590373,471.63354040095487,2001,,,,4G,,,
nevera,GE,4151535,16685.33799650107,217594.47793992635,2022,,,,,,,
smart watch,Fitbit,995685,25360.042525654026,54.9126828177035,2007,,,,Bluetooth,,,None
secadora,Bosch,9105899,16723.980808544864,123557.1852287449,2018,,,,,,,
cargador,Samsung,5909227,504.5003646425675,101.19586577361247,2006,,,,,,,
cargador,Anker,3062992,12342.788957851999,58.093880842520285,2001,,,,,,,
parlante,Bose,9209264,30223.73616730536,3049.0045370201715,2012,,,,Bluetooth,,,
tablet,Huawei,8818107,12757.5327480254,237.31297898501006,2017,9817.0,,OLED,,4GB,64GB,
tablet,Huawei,7910870,22516.41164982635,348.8549040209297,2017,,,LED,Bluetooth,8GB,128GB,
cpu,AMD,6880689,20770.591739475436,12571.58727998106,2015,,,,,,,
tablet,Huawei,7576564,24524.346346898867,686.4177839267065,2000,3941.0,,,5G,16GB,,
laptop,HP,1257883,18702.659179546194,4797.407565863376,2002,,,,Bluetooth,16GB,,
televisores,LG,6687592,10715.337457530126,79367.74007225237,2010,,,,,,,
tablet,Apple,1714999,16247.055195028006,641.4277825870486,2014,,,LCD,5G,32GB,64GB,
nevera,GE,499467,34370.260004227435,289573.4594930717,2022,,,,,,,
parlante,LG,6630277,36136.826073389544,2904.021521358192,2008,,,,5G,,,
camara,Nikon,2349024,7858.605658280785,4901.5431043238095,2010,,1080p,,,,,
lavadora,Whirlpool,4507447,41777.055785941404,131901.6911839329,2000,,,,,,,
celular,Huawei,497866,23553.837464363856,376.8148292673402,2001,,,,,4GB,128GB,IP67
monitor,LG,8441892,43644.542825049335,17062.693321148876,2013,,1080p,LED,,,,
celular,Xiaomi,4312899,47242.58817999973,285.89720452282756,2017,,,,5G,32GB,,
cargador,Samsung,1793494,4659.130502232062,164.83664044889076,2010,,,,,,,
televisores,Sony,4199922,25298.53520487222,114868.01541323816,2018,,4K,,,,,
teclado,Microsoft,7798028,1191.9858676882761,1264.91713660321,2023,,,,,,,
laptop,Apple,236397,47529.38991500844,4359.0260093327015,2000,,,,5G,4GB,64GB,
audifonos,Sennheiser,4385397,46918.578486910454,405.42258470971973,2020,,,,5G,,,
audifonos,Sennheiser,9513143,42554.8977836726,349.7165217526749,2001,,,,WiFi,,,
cargador,Anker,6271664,13594.645611978724,163.8722749610698,2017,,,,,,,
secadora,Samsung,5130949,22122.605064590032,103914.97502925732,2004,,,,,,,
teclado,Microsoft,1008940,39069.326700838494,519.4563750420567,2004,,,,,,,
televisores,Samsung,8224222,31156.56712459239,151535.12521676876,2021,,8K,OLED,,,,
smart watch,Fitbit,9528100,20282.25273708598,196.583413263075,2018,,,LED,4G,,,IP67
audifonos,Sony,3379396,28213.497575289617,463.91480682039025,2012,,,,5G,,,
cpu,IBM,2037862,33931.26144838581,18859.995247279145,2021,,,,,,,
celular,Apple,4352163,35094.83583895378,401.72931616982044,2008,,,,4G,32GB,64GB,None
camara,Nikon,8577004,19567.223559464725,1119.2229000824914,2021,,8K,,,,,
monitor,LG,5127428,49162.030808955344,19611.882586868476,2001,,1080p,OLED,,,,
teclado,Microsoft,7523178,27102.714737657145,1803.7116748816513,2003,,,,,,,
teclado,Logitech,8958448,1984.9731349010538,2771.505771054027,2015,,,,,,,
nevera,Whirlpool,6230163,35846.0347499294,227089.00867388718,2020,,,,,,,
cargador,Apple,9260529,44659.389789411245,121.30251674949936,2015,,,,,,,
monitor,HP,6482580,34784.495111038785,9361.959404873927,2019,,1080p,LED,,,,
cargador,Apple,8811795,23424.258336974784,149.24720585002322,2015,,,,,,,
monitor,LG,2682580,22124.682347729726,16553.05865702758,2001,,8K,OLED,,,,
tablet,Apple,1064472,3838.388450753122,438.699729930841,2007,,,LCD,NFC,16GB,512GB,
secadora,Bosch,9158892,17107.060373788667,143005.97641223157,2018,,,,,,,
cargador,Belkin,467665,13607.60911264615,93.82673346604874,2019,,,,,,,
parlante,Bose,1077467,8695.817077075662,4964.973309707586,2004,,,,,,,
cpu,IBM,6732754,25714.607919468945,5741.605733414775,2021,,,,,,,
laptop,Dell,3340596,2910.613023842938,4461.450693372768,2017,2869.0,,LED,NFC,8GB,512GB,
secadora,Bosch,8872012,40531.16792259839,124605.1399995861,2007,,,,,,,
mouse,Razer,3877122,14140.685418500347,358.6821854618584,2000,,,,,,,
nevera,Whirlpool,6589412,31472.15227449746,266021.2027435654,2018,,,,,,,
camara,Canon,3154236,47614.96620356532,4370.38083029684,2001,,1080p,,,,,
laptop,HP,9008187,1924.1435616329247,4228.9733012741635,2004,4558.0,,,5G,4GB,64GB,
smart watch,Samsung,7709486,44172.054067306286,102.44182024270069,2002,2982.0,,,,,,IP68
tablet,Huawei,8322592,3297.174396537973,424.2934833717676,2018,,,LED,WiFi,4GB,128GB,
cargador,Samsung,9804187,2461.215428995764,159.52829241931065,2014,,,,,,,
parlante,JBL,9127713,49958.78612816082,2088.216148692562,2000,,,,Bluetooth,,,
audifonos,Beats,2870143,38106.97347236756,232.13359814881412,2016,,,,5G,,,
teclado,Razer,2562611,34285.2620289585,1964.3069546664212,2015,,,,,,,
smart watch,Apple,4571209,42199.412188051334,137.76203402632183,2012,,,LCD,5G,,,IP67
monitor,Samsung,6333158,27581.91271440897,7419.3501452924775,2022,,8K,OLED,,,,
audifonos,Sennheiser,6025084,8205.878018516887,300.97437285786395,2011,,,,NFC,,,
laptop,Dell,3853674,46838.782295646066,4290.177888964497,2005,3356.0,,LCD,4G,4GB,128GB,
cpu,AMD,3546608,36471.89436344493,13027.3580227801,2012,,,,,,,
nevera,Samsung,5132460,23997.37733487297,236881.54689895327,2012,,,,,,,
parlante,JBL,5689615,38704.5478984189,4404.501952132092,2017,,,,5G,,,
celular,Apple,1691373,40746.858716430834,306.1930330532134,2006,6219.0,,,Bluetooth,,,IP68
televisores,LG,8517072,25375.8091165434,166149.33885256614,2020,,4K,,,,,
teclado,Microsoft,9491431,23790.297206679516,2506.7410626583687,2008,,,,,,,
nevera,GE,8388956,15184.571406723257,185474.790179569,2003,,,,,,,
mouse,Razer,5711922,36143.18569040611,439.07550244580176,2019,,,,,,,
cpu,IBM,1426592,13073.70045183904,14346.435546420958,2003,,,,,,,
cargador,Anker,5951613,13873.220491715787,148.73445275299974,2005,,,,,,,
laptop,Dell,2780899,49985.74533904518,3966.7021259839385,2000,,,LCD,,8GB,256GB,
televisores,Sony,9288952,22815.79803956816,170491.9817575158,2020,,8K,LED,,,,
mouse,Razer,7760577,41658.608857833104,387.02170934846595,2019,,,,,,,
monitor,HP,1278961,11521.365363356945,14823.250994396534,2023,,1080p,OLED,,,,
teclado,Corsair,7142103,29334.64156934478,621.1477722348914,2010,,,,,,,
audifonos,Sony,6884628,29359.143781752806,247.6963791284909,2016,,,,4G,,,
laptop,Dell,1398506,8448.425190101787,3034.3543256142657,2002,,,,Bluetooth,32GB,128GB,
secadora,Bosch,6252484,10098.466662267248,102413.34965081215,2013,,,,,,,
teclado,Corsair,564330,15720.763874217908,1369.6559161181467,2011,,,,,,,
mouse,Microsoft,7061699,38434.505478255145,238.79402911644627,2016,,,,,,,
tablet,Amazon,7549793,48789.61189993323,440.3826760798491,2008,1942.0,,OLED,,8GB,,
teclado,Logitech,1726994,32572.03667676825,1503.7494107404232,2000,,,,,,,
laptop,Dell,5898231,30834.31624981115,4726.378046348311,2013,,,,WiFi,4GB,1TB,
mouse,Razer,2265707,12284.902616161075,119.39183110116662,2009,,,,,,,
teclado,Logitech,895866,26295.176669149678,992.4392678834097,2008,,,,,,,
televisores,TCL,2366935,31039.356884152876,147879.9449759175,2003,,1080p,,,,,
nevera,LG,3402451,2288.228415503892,181026.0379102013,2002,,,,,,,
monitor,Samsung,1803144,27034.2595705125,6753.088498036902,2010,,,OLED,,,,
teclado,Logitech,3289259,33859.897355364745,1849.1681186900616,2015,,,,,,,
parlante,LG,6897495,49085.48205101317,1488.5404863410695,2005,,,,,,,
smart watch,Garmin,9371328,13029.523115415252,166.42976862832128,2005,3954.0,,LCD,,,,None
nevera,GE,3746904,38954.73277841864,178917.1752569151,2002,,,,,,,
secadora,Samsung,471779,11807.849442197226,112095.53754086288,2021,,,,,,,
laptop,Lenovo,7513801,10851.994287139167,4179.618480913686,2009,,,OLED,5G,16GB,512GB,
lavadora,Bosch,7795970,43589.91057171347,129474.84045601837,2002,,,,,,,
monitor,Samsung,4919483,27642.92224771508,10526.454075139296,2013,,1080p,OLED,,,,
lavadora,Samsung,4502745,38646.44779504685,102129.95490748453,2003,,,,,,,
nevera,Whirlpool,6338797,46789.36966200221,153395.7769557993,2007,,,,,,,
celular,Xiaomi,489826,13469.896047615322,328.38462486693817,2013,,,,NFC,8GB,64GB,IP68
cargador,Anker,7257516,39908.700031730456,60.18473181825928,2010,,,,,,,
parlante,JBL,5362067,16815.813843174277,3131.201008450872,2013,,,,Bluetooth,,,
teclado,Microsoft,1804868,41295.75700017368,579.1290753907281,2022,,,,,,,
televisores,Samsung,5385088,8144.540649703007,177264.3238363629,2016,,1080p,LCD,,,,
lavadora,Whirlpool,4440352,36168.445232489255,117403.48729326314,2023,,,,,,,
teclado,Microsoft,8173714,37254.38826302179,2891.792340067036,2017,,,,,,,
audifonos,Bose,5646636,44597.925031367486,52.51566950948859,2002,,,,5G,,,
televisores,LG,9810316,14520.885332050777,61959.868165458196,2017,,1080p,LED,,,,
laptop,Apple,619100,6977.017767724233,2510.5395426904593,2017,8150.0,,,4G,,64GB,
cargador,Samsung,5099703,2414.179542944766,83.62303645345554,2019,,,,,,,
camara,Nikon,6684027,38333.485660777944,4515.561076763474,2021,,,,,,,
nevera,GE,3356283,23066.95775053624,295777.07164805103,2008,,,,,,,
cpu,IBM,8787946,9588.496974600828,18741.590697726104,2001,,,,,,,
smart watch,Fitbit,5531455,32701.31256429161,171.8673490368589,2013,,,LCD,WiFi,,,IP68
audifonos,Sony,2880680,13748.172923853881,391.90837569011427,2000,,,,,,,
secadora,Bosch,6534871,11019.089739743553,101084.12448521594,2011,,,,,,,
secadora,Bosch,1846658,4812.474204683715,134800.91795789762,2013,,,,,,,
monitor,Samsung,402778,34222.980949376084,18790.66349822167,2006,,,OLED,,,,
nevera,Whirlpool,9839669,22966.073686761498,231561.17794007232,2023,,,,,,,
celular,Huawei,7468771,22847.48784228772,402.0280284223985,2016,,,,NFC,16GB,,IP68
tablet,Samsung,2669888,7345.468579299539,687.2258495499102,2020,,,,WiFi,,512GB,
tablet,Samsung,1145983,19841.839040439114,305.64147903949697,2015,,,LED,4G,32GB,64GB,
smart watch,Fitbit,3562198,30462.086802722064,132.93645252661582,2011,,,LED,Bluetooth,,,None
parlante,Bose,163976,27221.20628061962,3134.4751061810234,2007,,,,WiFi,,,
lavadora,Whirlpool,6849317,18463.6148637191,137802.1851648421,2010,,,,,,,
cargador,Anker,5305714,42536.65348843632,176.1296922838227,2023,,,,,,,
camara,Canon,8266238,19598.302607260055,1106.568638250757,2010,,,,,,,
secadora,Whirlpool,2804674,40299.61742177817,115896.41104505939,2010,,,,,,,
laptop,Lenovo,5574890,16730.443727145313,5213.525656341288,2009,9105.0,,,4G,,64GB,
parlante,Bose,5055533,10927.30045782714,1007.6471859170946,2000,,,,,,,
secadora,LG,1856074,25157.79880872014,134311.81086607196,2003,,,,,,,
